request_rate,run_status,failure_reason,total,completed,failed,success_rate,error_rate,request_throughput,output_token_throughput,total_token_throughput,request_throughput_p50,output_token_throughput_p50,total_token_throughput_p50,request_throughput_p90,output_token_throughput_p90,total_token_throughput_p90,request_throughput_p95,output_token_throughput_p95,total_token_throughput_p95,request_throughput_p99,output_token_throughput_p99,total_token_throughput_p99,prompt_tokens,output_tokens,actual_duration_s,actual_peak_concurrency,actual_avg_concurrency,ttft_p50_ms,tpot_p50_ms,itl_p50_ms,e2e_p50_ms,client_backpressure_p50_ms,ttft_p90_ms,tpot_p90_ms,itl_p90_ms,e2e_p90_ms,client_backpressure_p90_ms,ttft_p95_ms,tpot_p95_ms,itl_p95_ms,e2e_p95_ms,client_backpressure_p95_ms,ttft_p99_ms,tpot_p99_ms,itl_p99_ms,e2e_p99_ms,client_backpressure_p99_ms,request_status_counts,failure_category_counts,gpu_memory_peak_mb,gpu_utilization_peak_percent,gpu_utilization_avg_percent,artifact_dir
2,success,,5,1,4,20.0,80.0,0.49966545974205956,0.0,255.8287153879345,0.49966545974205956,0.0,255.8287153879345,0.49966545974205956,0.0,255.8287153879345,0.49966545974205956,0.0,255.8287153879345,0.49966545974205956,0.0,255.8287153879345,512,0,2.001339056968689,1,0.04436593992741113,,,,1.3040266036987305,0.4312906265258789,,,,82.59269618988037,1.9343209266662598,,,,82.59269618988037,1.9343209266662598,,,,82.59269618988037,1.9343209266662598,"{""200"": 1, ""500"": 1, ""none"": 3}","{""connection_error"": 3, ""http_5xx"": 1}",39449,0,0.0,/data/home/lihaozhe/llm-simulator/data/ground_truth_pd/20260816T164615Z-f86837db/01-rate_2/repeat_0
