request_id,arrival_time_ms,prompt_len,output_len,generated_tokens,prefill_start_time_ms,prefill_end_time_ms,kv_transfer_start_time_ms,kv_transfer_end_time_ms,first_token_time_ms,completion_time_ms,ttft_ms,tpot_ms,e2e_ms,status,prefill_replica,decode_replica
req_116,109459.21788321828,512,128,128,109459.21788321828,109615.04801655162,109615.04801655162,109625.38801655162,109660.3591762027,112817.96420953613,201.14129298442276,24.863031758530926,3358.7463263178506,completed,0,0
req_117,111367.22117064263,512,128,128,111367.22117064263,111523.05130397597,111523.05130397597,111533.39130397596,111567.31434286943,114822.00047620283,200.09317222679965,25.627449868766885,3454.779305560194,completed,0,0
req_118,113144.94585209488,512,128,128,113144.94585209488,113300.77598542822,113300.77598542822,113311.11598542822,113341.82410953614,116794.94354286953,196.87825744126167,27.189916797900665,3649.997690774646,completed,0,0
req_119,116500.60509768625,512,128,128,116500.60509768625,116656.43523101958,116656.43523101958,116666.77523101958,116694.5919095362,119875.2867428695,193.98681184995803,25.044841207348806,3374.6816451832565,completed,0,0
req_120,116582.2562901347,512,128,128,116656.43523101958,116812.26536435292,116812.26536435292,116822.60536435292,116849.36760953619,120025.8673428695,267.1113194014906,25.011808923884377,3443.6110527348064,completed,0,0
req_121,118733.4861221962,512,128,128,118733.4861221962,118889.31625552954,118889.31625552954,118899.65625552954,118930.56227620285,122187.37470953615,197.07615400664508,25.644192388451152,3453.8885873399413,completed,0,0
req_122,120482.62586744604,512,128,128,120482.62586744604,120638.45600077938,120638.45600077938,120648.79600077937,120696.46660953618,123868.9658428695,213.84074209013488,24.98030892388442,3386.339975423456,completed,0,0
req_123,120838.10344886707,512,128,128,120838.10344886707,120993.9335822004,120993.9335822004,121004.2735822004,121047.16097620284,124279.33520953619,209.0575273357681,25.45019081364845,3441.2317606691213,completed,0,0
req_124,124227.04351854112,512,128,128,124227.04351854112,124382.87365187446,124382.87365187446,124393.21365187445,124422.58368520779,127613.9490185411,195.54016666667303,25.128860892388236,3386.905499999979,completed,0,0
req_125,124354.41568956956,512,128,128,124382.87365187446,124538.70378520779,124538.70378520779,124549.04378520779,124594.48278520777,127761.13631854109,240.06709563820914,24.93427979002611,3406.720628971525,completed,0,0
req_126,126502.0477193096,512,128,128,126502.0477193096,126657.87785264294,126657.87785264294,126668.21785264293,126700.77918520776,129837.30341854108,198.73146589816315,24.69704120734894,3335.2556992314785,completed,0,0
req_127,126504.48125797103,512,128,128,126657.87785264294,126813.70798597627,126813.70798597627,126824.04798597627,126849.30038520777,129986.87761854108,344.8191272367403,24.705332545931615,3482.3963605700555,completed,0,0
req_128,126771.3130989054,512,128,128,126813.70798597627,126969.53811930961,126969.53811930961,126979.87811930961,127020.93491854108,130162.5753518744,249.62181963567855,24.73732624671905,3391.262252968998,completed,0,0
req_129,128513.70445606863,512,128,128,128513.70445606863,128669.53458940197,128669.53458940197,128679.87458940197,128727.72961854108,131884.13875187442,214.02516247244785,24.853615223097123,3370.4342958057823,completed,0,0
req_130,130012.5936857834,512,128,128,130012.5936857834,130168.42381911674,130168.42381911674,130178.76381911674,130216.98681854106,133378.2815518745,204.39313275765744,24.892084514436576,3365.6878660911025,completed,0,0
req_131,130562.90587057514,512,128,128,130562.90587057514,130718.73600390847,130718.73600390847,130729.07600390847,130768.30885187439,133917.20718520778,205.40298129925213,24.794475065617238,3354.301314632641,completed,0,0
req_132,132263.48246767733,512,128,128,132263.48246767733,132419.31260101066,132419.31260101066,132429.65260101066,132460.8874185411,135596.26955187437,197.40495086376905,24.68804829396279,3332.7870841970434,completed,0,0
req_133,133064.10275175338,512,128,128,133064.10275175338,133219.93288508672,133219.93288508672,133230.2728850867,133255.35488520784,136389.34211854104,191.2521334544581,24.677064829395295,3325.2393667876604,completed,0,0
req_134,133073.83067129046,512,128,128,133219.93288508672,133375.76301842005,133375.76301842005,133386.10301842005,133427.47671854118,136561.72535187437,353.64604725071695,24.679123097111738,3487.8946805839078,completed,0,0
req_135,134325.7091166274,512,128,128,134325.7091166274,134481.53924996074,134481.53924996074,134491.87924996074,134535.8858185411,137669.53585187427,210.17670191370416,24.674409711284756,3343.8267352468683,completed,0,0
