request_id,arrival_time_ms,prompt_len,output_len,generated_tokens,prefill_start_time_ms,prefill_end_time_ms,kv_transfer_start_time_ms,kv_transfer_end_time_ms,first_token_time_ms,completion_time_ms,ttft_ms,tpot_ms,e2e_ms,status,prefill_replica,decode_replica
req_136,134853.2549051059,512,128,128,134853.2549051059,135009.08503843923,135009.08503843923,135019.42503843922,135051.07881854102,138192.44735187426,197.82391343513154,24.735185301836534,3339.192446768371,completed,0,0
req_137,135396.24963345056,512,128,128,135396.24963345056,135552.0797667839,135552.0797667839,135562.4197667839,135596.26955187437,138744.6892852076,200.0199184238154,24.790706561678952,3348.439651757042,completed,0,0
req_138,136476.7247599992,512,128,128,136476.7247599992,136632.55489333253,136632.55489333253,136642.89489333253,136685.48011854105,139886.6956518743,208.75535854185,25.206421522309043,3409.9708918750985,completed,0,0
req_139,138819.09436796297,512,128,128,138819.09436796297,138974.9245012963,138974.9245012963,138985.2645012963,139033.70911854092,142198.74025187417,214.61475057795178,24.921504986875984,3379.645883911202,completed,0,0
req_140,139864.67906304993,512,128,128,139864.67906304993,140020.50919638327,140020.50919638327,140030.84919638326,140058.5171518743,143196.01748520753,193.8380888243555,24.70472703412002,3331.338422157598,completed,0,0
req_141,140149.15290095407,512,128,128,140149.15290095407,140304.9830342874,140304.9830342874,140315.3230342874,140358.9355518743,143497.36548520753,209.7826509202423,24.712046719159186,3348.2125842534588,completed,0,0
req_142,140297.0546638725,512,128,128,140304.9830342874,140460.81316762074,140460.81316762074,140471.15316762074,140506.61445187428,143669.00618520752,209.55978800178855,24.900722309710517,3371.951521335024,completed,0,0
req_143,143471.01856301862,512,128,128,143471.01856301862,143626.84869635195,143626.84869635195,143637.18869635195,143669.00618520752,147394.9914185408,197.98762218889897,29.33846640419907,3923.972855522181,completed,0,0
req_144,147601.29671355072,512,128,128,147601.29671355072,147757.12684688406,147757.12684688406,147767.46684688405,147796.8368802174,151033.85251355078,195.54016666667303,25.488312073491237,3432.55580000006,completed,0,0
req_145,148010.12079224866,512,128,128,148010.12079224866,148165.950925582,148165.950925582,148176.290925582,148203.65914688405,151385.14228021746,193.53835463538417,25.0510482939639,3375.021487968799,completed,0,0
req_146,150378.62348485287,512,128,128,150378.62348485287,150534.4536181862,150534.4536181862,150544.7936181862,150586.28411355076,153873.61324688414,207.66062869789312,25.884481364829735,3494.9897620312695,completed,0,0
req_147,152063.45105339595,512,128,128,152063.45105339595,152219.2811867293,152219.2811867293,152229.6211867293,152261.25458021747,155406.3580135508,197.80352682151715,24.764593963254626,3342.9069601548545,completed,0,0
req_148,152142.92324897426,512,128,128,152219.2811867293,152375.11132006263,152375.11132006263,152385.45132006262,152411.29528021746,155555.44461355082,268.37203124319785,24.757081364829634,3412.5213645765616,completed,0,0
req_149,153732.28397268953,512,128,128,153732.28397268953,153888.11410602287,153888.11410602287,153898.45410602287,153923.4432135508,157075.6399468842,191.1592408612778,24.820446719160657,3343.355974194681,completed,0,0
req_150,154563.86372582059,512,128,128,154563.86372582059,154719.69385915392,154719.69385915392,154730.03385915392,154766.50204688415,157924.12358021757,202.63832106356858,24.86316167979064,3360.25985439698,completed,0,0
req_151,155931.24936043154,512,128,128,155931.24936043154,156087.07949376488,156087.07949376488,156097.41949376487,156132.10188021752,159304.15801355094,200.85251978598535,24.976819947507234,3372.9086531194043,completed,0,0
req_152,157313.28435992057,512,128,128,157313.28435992057,157469.1144932539,157469.1144932539,157479.4544932539,157527.0073468842,160946.16568021753,213.72298696363578,26.92250656167973,3632.8813202969613,completed,0,0
req_153,161734.57038379266,512,128,128,161734.57038379266,161890.400517126,161890.400517126,161900.740517126,161930.11055045933,165091.29488379255,195.54016666667303,24.891215223096236,3356.7244999998948,completed,0,0
req_154,161894.7482472664,512,128,128,161894.7482472664,162050.57838059973,162050.57838059973,162060.91838059973,162102.0096504593,165240.52708379255,207.26140319291153,24.712735695537322,3345.7788365261513,completed,0,0
req_155,162053.10581563888,512,128,128,162053.10581563888,162208.9359489722,162208.9359489722,162219.2759489722,162251.90235045928,165388.26818379253,198.79653482040158,24.69579396325399,3335.1623681536585,completed,0,0
req_156,162664.03298337388,512,128,128,162664.03298337388,162819.86311670722,162819.86311670722,162830.2031167072,162867.8428837926,166002.4940171258,203.80990041870973,24.682292388450524,3338.461033751926,completed,0,0
req_157,163989.18751525786,512,128,128,163989.18751525786,164145.0176485912,164145.0176485912,164155.3576485912,164190.76488379252,167343.80901712572,201.57736853466486,24.827119160103923,3354.621501867863,completed,0,0
req_158,164515.20572242996,512,128,128,164515.20572242996,164671.0358557633,164671.0358557633,164681.3758557633,164712.50928379252,167869.6012171257,197.30356136255432,24.85899160104858,3354.3954946957238,completed,0,0
req_159,165294.83443241374,512,128,128,165294.83443241374,165450.66456574708,165450.66456574708,165461.00456574708,165487.16881712587,168640.621450459,192.33438471212867,24.830335695536462,3345.787018045259,completed,0,0
req_160,166395.05518110946,512,128,128,166395.05518110946,166550.8853144428,166550.8853144428,166561.2253144428,166597.58001712582,169766.27585045903,202.52483601635322,24.95036089238752,3371.220669349568,completed,0,0
req_161,166435.62661144417,512,128,128,166550.8853144428,166706.71544777614,166706.71544777614,166717.05544777613,166744.91081712578,169917.44815045904,309.2842056816153,24.980608923883885,3481.821539014869,completed,0,0
req_162,166743.4642625956,512,128,128,166743.4642625956,166899.29439592894,166899.29439592894,166909.63439592894,166942.61918379244,170115.78011712572,199.15492119683768,24.985519160104523,3372.315854530112,completed,0,0
req_163,167142.6257511637,512,128,128,167142.6257511637,167298.45588449703,167298.45588449703,167308.79588449703,167343.80901712572,170509.02245045902,201.18326596202678,24.9229404199472,3366.396699295321,completed,0,0
req_164,168210.57967328245,512,128,128,168210.57967328245,168366.4098066158,168366.4098066158,168376.7498066158,168414.30325045902,171565.2482837923,203.72357717656996,24.81059081364775,3354.6686105098343,completed,0,0
req_165,169136.70011687907,512,128,128,169136.70011687907,169292.5302502124,169292.5302502124,169302.8702502124,169335.87798379236,172478.8727171256,199.17786691329093,24.747990026245972,3342.1726002465293,completed,0,0
req_166,169517.5774818545,512,128,128,169517.5774818545,169673.40761518784,169673.40761518784,169683.74761518784,169715.14508379236,172851.9751171256,197.56760193785885,24.69944908136413,3334.3976352711034,completed,0,0
req_167,170335.39616700565,512,128,128,170335.39616700565,170491.22630033898,170491.22630033898,170501.56630033898,170533.47248379234,173671.84971712562,198.07631678669713,24.71163175852972,3336.4535501199716,completed,0,0
req_168,171655.37773618053,512,128,128,171655.37773618053,171811.20786951386,171811.20786951386,171821.54786951386,171863.2243837923,175026.94371712566,207.846647611761,24.911175853018666,3371.5659809451317,completed,0,0
req_169,172778.09644445853,512,128,128,172778.09644445853,172933.92657779186,172933.92657779186,172944.26657779186,172977.09798379228,176202.51641712568,199.0015393337526,25.39699553805825,3424.4199726671504,completed,0,0
req_170,175174.84846971036,512,128,128,175174.84846971036,175330.6786030437,175330.6786030437,175341.0186030437,175374.61751712565,178547.970450459,199.76904741529142,24.987030971128682,3373.121980748634,completed,0,0
req_171,176066.81031360512,512,128,128,176066.81031360512,176222.64044693846,176222.64044693846,176232.98044693845,176286.28591712567,179451.733350459,219.47560352055007,24.92478293963244,3384.92303685387,completed,0,0
req_172,176537.24858100206,512,128,128,176537.24858100206,176693.0787143354,176693.0787143354,176703.4187143354,176737.13841712565,179899.305550459,199.88983612359152,24.8989538057743,3362.0569694569276,completed,0,0
req_173,179263.13859227893,512,128,128,179263.13859227893,179418.96872561227,179418.96872561227,179429.30872561227,179476.81688379231,182653.95441712573,213.67829151338083,25.01683097112925,3390.8158248467953,completed,0,0
req_174,179322.24163105755,512,128,128,179418.96872561227,179574.7988589456,179574.7988589456,179585.1388589456,179626.97708379233,182804.5114171257,304.73545273477794,25.01995538057774,3482.269786068151,completed,0,0
req_175,181920.2386606493,512,128,128,181920.2386606493,182076.06879398265,182076.06879398265,182086.40879398264,182131.61221712572,185334.75135045903,211.37355647640652,25.221567979002486,3414.5126898097224,completed,0,0
req_176,182919.02796691665,512,128,128,182919.02796691665,183074.85810024999,183074.85810024999,183085.19810024998,183123.11058379238,186268.35711712562,204.08261687573395,24.765720734907376,3349.3291502089705,completed,0,0
req_177,183479.7155998958,512,128,128,183479.7155998958,183635.54573322914,183635.54573322914,183645.88573322914,183674.28491712568,186814.928750459,194.56931722987792,24.72947900262446,3335.213150563184,completed,0,0
req_178,185042.75887804758,512,128,128,185042.75887804758,185198.58901138091,185198.58901138091,185208.9290113809,185236.3215171257,188383.220450459,193.56263907812536,24.778731758529815,3340.461572411412,completed,0,0
req_179,185222.80807822078,512,128,128,185222.80807822078,185378.63821155412,185378.63821155412,185388.97821155412,185433.56528379238,188579.11391712562,210.75720557160093,24.76809947506486,3356.3058389048383,completed,0,0
req_180,187414.1521064551,512,128,128,187414.1521064551,187569.98223978843,187569.98223978843,187580.32223978842,187617.6343171257,190761.13385045895,203.48221067059785,24.751964829395767,3346.9817440038605,completed,0,0
req_181,187722.09887904432,512,128,128,187722.09887904432,187877.92901237766,187877.92901237766,187888.26901237766,187915.2717171257,191058.50645045895,193.1728380813729,24.749879790025656,3336.407571414631,completed,0,0
req_182,187982.29322875812,512,128,128,187982.29322875812,188138.12336209146,188138.12336209146,188148.46336209145,188185.48608379232,191331.1136171256,203.19285503419815,24.768720734907784,3348.820388367487,completed,0,0
req_183,190225.0833609119,512,128,128,190225.0833609119,190380.91349424524,190380.91349424524,190391.25349424523,190440.30691712565,193583.21445045894,215.22355621375027,24.74730341207313,3358.131089547038,completed,0,0
req_184,190783.75033528925,512,128,128,190783.75033528925,190939.5804686226,190939.5804686226,190949.9204686226,190984.74065045896,194130.30448379228,200.99031516970717,24.768219160104874,3346.554148503026,completed,0,0
req_185,191249.5735453394,512,128,128,191249.5735453394,191405.40367867274,191405.40367867274,191415.74367867273,191456.04868379227,194600.9824171256,206.47513845286448,24.763257742782194,3351.4088717862032,completed,0,0
req_186,192838.36713200193,512,128,128,192838.36713200193,192994.19726533527,192994.19726533527,193004.53726533527,193041.3839171256,196188.47065045897,203.01678512367653,24.780210498687865,3350.1035184570355,completed,0,0
req_187,193916.3307819853,512,128,128,193916.3307819853,194072.16091531864,194072.16091531864,194082.50091531864,194130.30448379228,197292.99101712563,213.9737018069718,24.90304356955398,3376.660235140327,completed,0,0
req_188,194372.04329175348,512,128,128,194372.04329175348,194527.87342508681,194527.87342508681,194538.2134250868,194576.47618379229,197799.51271712562,204.43289203880704,25.378240419947495,3427.469425372139,completed,0,0
req_189,197500.98163350884,512,128,128,197500.98163350884,197656.81176684218,197656.81176684218,197667.15176684217,197699.16108379228,201007.68961712555,198.1794502834382,26.051405774277733,3506.7079836167104,completed,0,0
req_190,198617.4506650756,512,128,128,198617.4506650756,198773.28079840893,198773.28079840893,198783.62079840893,198822.78358379228,201966.61901712546,205.3329187166819,24.75460971128489,3349.1683520498627,completed,0,0
req_191,199496.6078275666,512,128,128,199496.6078275666,199652.43796089993,199652.43796089993,199662.77796089993,199700.03535045896,202838.36628379213,203.42752289236523,24.71126719159977,3341.758456225536,completed,0,0
req_192,200072.81264243583,512,128,128,200072.81264243583,200228.64277576917,200228.64277576917,200238.98277576917,200269.19131712563,203411.72775045878,196.37867468979675,24.744381364827973,3338.9151080229494,completed,0,0
req_193,200394.90007997153,512,128,128,200394.90007997153,200550.73021330487,200550.73021330487,200561.07021330486,200587.82795045892,203737.91938379212,192.92787048738683,24.803869553804756,3343.0193038205907,completed,0,0
req_194,202808.54658914378,512,128,128,202808.54658914378,202964.3767224771,202964.3767224771,202974.7167224771,203013.83411712543,206322.65505045882,205.28752798165078,26.05370813648342,3514.108461315045,completed,0,0
req_195,204582.07580627262,512,128,128,204582.07580627262,204737.90593960596,204737.90593960596,204748.24593960596,204790.10998379215,207927.0102171254,208.03417751952657,24.70000183726977,3344.9344108527876,completed,0,0
req_196,204982.81879371288,512,128,128,204982.81879371288,205138.64892704622,205138.64892704622,205148.98892704622,205190.9576171255,208324.1568504588,208.1388234126207,24.670860104986527,3341.33805674591,completed,0,0
req_197,205305.3534760354,512,128,128,205305.3534760354,205461.18360936875,205461.18360936875,205471.52360936874,205512.07235045882,208644.3657837921,206.7188744234154,24.663727821521903,3339.012307756697,completed,0,0
req_198,205645.85892010693,512,128,128,205645.85892010693,205801.68905344026,205801.68905344026,205812.02905344026,205854.4142171255,208992.2823504588,208.55529701858177,24.70762309711243,3346.4234303518606,completed,0,0
req_199,207005.35874199923,512,128,128,207005.35874199923,207161.18887533256,207161.18887533256,207171.52887533256,207206.26105045874,210372.63448379212,200.9023084595101,24.93207427821563,3367.275741792895,completed,0,0
req_200,207772.9462911303,512,128,128,207772.9462911303,207928.77642446363,207928.77642446363,207939.11642446363,207976.4591837921,211281.42701712542,203.51289266179083,26.02336876640416,3508.4807259951194,completed,0,0
