attempt_index,is_warmup,request_rate,run_status,failure_reason,total,completed,failed,success_rate,error_rate,request_throughput,output_token_throughput,total_token_throughput,prompt_tokens,output_tokens,actual_duration_s,actual_peak_concurrency,actual_avg_concurrency,ttft_p50_ms,tpot_p50_ms,itl_p50_ms,e2e_p50_ms,client_backpressure_p50_ms,ttft_p90_ms,tpot_p90_ms,itl_p90_ms,e2e_p90_ms,client_backpressure_p90_ms,ttft_p95_ms,tpot_p95_ms,itl_p95_ms,e2e_p95_ms,client_backpressure_p95_ms,ttft_p99_ms,tpot_p99_ms,itl_p99_ms,e2e_p99_ms,client_backpressure_p99_ms,request_status_counts,failure_category_counts,gpu_memory_peak_mb,gpu_utilization_peak_percent,gpu_utilization_avg_percent,artifact_dir
0,False,2,success,,5,1,4,20.0,80.0,0.49957678693544955,0.0,255.78331491095017,512,0,2.0016942863464355,1,0.06792705922208345,,,,1.4431605339050293,0.43908166885375977,,,,128.99108028411865,2.957367420196533,,,,128.99108028411865,2.957367420196533,,,,128.99108028411865,2.957367420196533,"{""200"": 1, ""500"": 1, ""none"": 3}","{""connection_error"": 3, ""http_5xx"": 1}",39449,0,0.0,/data/home/lihaozhe/llm-simulator/data/ground_truth_pd/20260816T164454Z-690ce355/01-rate_2/repeat_0
