config_id,tp_size,num_gpu_blocks,block_size_tokens,max_num_batched_tokens,max_num_seqs,chunked_prefill,arrival_rate_rps,offered_input_tokens_per_s,offered_output_tokens_per_s,sustainable,completion_ratio,worst_completion_ratio,sla_success_ratio,ttft_p50_ms,ttft_p99_ms,tpot_p50_ms,tpot_p99_ms,e2e_p99_ms,output_throughput_tokens_per_s,goodput_tokens_per_s,completed_requests_per_s,extrapolated_batch_ratio,max_kv_block_utilization,compute_time_share,communication_time_share,estimated_bottleneck
tp4_kv22136_bt8192_seq16_chunked,4,22136,16,8192,16,True,4.0,2048.0,512.0,False,1.0,1.0,0.08166666666666667,13324.906496087855,25567.96002125775,47.379402493438384,47.4868401574804,30293.067371547364,320.1902411392255,26.131042439123032,2.5014862589001994,0.007858159271517914,0.028189374774123598,0.7044555533025672,0.22465693047356036,compute
tp4_kv22136_bt8192_seq16_chunked,4,22136,16,8192,16,True,6.0,3072.0,768.0,False,1.0,1.0,0.04833333333333334,21224.039981328115,41331.22018155254,45.59316272965867,46.98459842519693,45298.32841260144,325.7354943434278,15.734747845974896,2.5448085495580295,0.0033808466028555275,0.028912179255511383,0.7051473785833346,0.2236695963206241,compute
tp4_kv22136_bt8192_seq16_chunked,4,22136,16,8192,16,True,8.0,4096.0,1024.0,False,1.0,1.0,0.028333333333333335,25285.097361761746,49416.87230573875,44.712445669291405,46.81956036745419,53279.660695478844,327.52995312704456,9.276026286657366,2.5588277588050357,0.002194057506094339,0.028912179255511383,0.705695226016139,0.22304141145751208,compute
tp4_kv22136_bt8192_seq16_chunked,4,22136,16,8192,16,True,10.0,5120.0,1280.0,False,1.0,1.0,0.018333333333333333,27665.406975058006,54278.604390229535,43.45992703412035,46.72292782152243,58049.55630680523,328.5540084694926,6.023485080841681,2.566828191167911,0.0011988014381496658,0.028912179255511383,0.7058312429288086,0.22281090065811227,compute
tp4_kv22136_bt8192_seq16_chunked,4,22136,16,8192,16,True,12.0,6144.0,1536.0,False,1.0,1.0,0.011666666666666667,29225.222406819328,57488.721411105485,43.03145433070842,46.60443228346469,61170.57077643624,329.34741246985806,3.8425758978835085,2.573026659920766,0.0009995602797905647,0.028912179255511383,0.7049610808129944,0.2235373039424032,compute
tp4_kv22136_bt8192_seq32_chunked,4,22136,16,8192,32,True,0.25,128.0,32.0,True,1.0,1.0,1.0,184.48624987854177,274.2510108047104,27.79659973753415,31.172626695537293,4129.379265325941,31.260344537961917,31.260344537961917,0.24422144170282747,0.615475850411941,0.010119262739428984,0.7988354245950666,0.0876896329282102,compute
tp4_kv22136_bt8192_seq32_chunked,4,22136,16,8192,32,True,0.5,256.0,64.0,True,1.0,1.0,1.0,189.6596750983566,315.41690220654317,27.364857742782714,33.27553286351725,4422.142700049957,62.26359314275936,62.26359314275936,0.4864343214278075,0.347534955616924,0.01865739067582219,0.7821003658927185,0.10283954907626652,compute
tp4_kv22136_bt8192_seq32_chunked,4,22136,16,8192,32,True,1.0,512.0,128.0,True,1.0,1.0,1.0,192.5283339641801,369.6096663332364,29.156203805774002,38.54472497375337,5114.252802683255,123.51258583130311,123.51258583130311,0.9649420768070556,0.10328544170366427,0.02715034333212866,0.7612106472035048,0.12735497232795454,compute
tp4_kv22136_bt8192_seq32_chunked,4,22136,16,8192,32,True,2.0,1024.0,256.0,False,1.0,1.0,0.875,199.027344390555,660.5495298363295,38.22330879265102,57.648831086614244,7619.501999218118,242.78617586825018,212.5321795122213,1.8967669989707046,0.008382595981306225,0.053713408023129745,0.7286155080484734,0.1825402632309607,compute
tp4_kv22136_bt8192_seq32_chunked,4,22136,16,8192,32,True,4.0,2048.0,512.0,False,1.0,1.0,0.008333333333333333,4690.299027416092,9020.29579558665,72.78983622047257,73.85196981627328,17356.435976956283,407.0908507929474,3.4049246277185805,3.1803972718199014,0.01435652403768129,0.05583664618720636,0.6867133020197738,0.2638655207251667,compute
tp4_kv22136_bt8192_seq32_chunked,4,22136,16,8192,32,True,6.0,3072.0,768.0,False,1.0,1.0,0.0,12414.386753137529,24055.35642288582,70.94055065616799,72.92134514435689,29685.06605007938,415.9924231875641,0.0,3.2499408061528445,0.006240125921581389,0.05750813155041561,0.6860477445982539,0.26464387348715906,compute
tp4_kv22136_bt8192_seq32_chunked,4,22136,16,8192,32,True,8.0,4096.0,1024.0,False,1.0,1.0,0.0,16579.57734425445,32077.580495487015,67.70074881889768,72.34861391076116,36357.79419672731,420.42314124440264,0.0,3.2845557909718957,0.004059730420804154,0.057824358511022765,0.6858562270190425,0.26471123135061825,compute
tp4_kv22136_bt8192_seq32_chunked,4,22136,16,8192,32,True,10.0,5120.0,1280.0,False,1.0,1.0,0.0,18957.2147417247,36894.797531229626,66.26365669291339,72.02664173228347,40690.16760680529,422.7371195617404,0.0,3.302633746576097,0.0022214010049303673,0.057824358511022765,0.6872370441167958,0.26322343454988023,compute
tp4_kv22136_bt8192_seq32_chunked,4,22136,16,8192,32,True,12.0,6144.0,1536.0,False,1.0,1.0,0.0,20563.412006819348,40193.00894277225,61.50142073490815,71.90473937007874,43890.528743102965,423.4946876655033,0.0,3.3085522473867446,0.0018530877930210523,0.057824358511022765,0.6869493120310429,0.2634591275405065,compute
